ISIN,Name,Symbol,Type,TER,Dividendi,Trading Currency,info
LU0908508814,Xtrackers II Global Inflation-Linked Bond UCITS ETF 5C,XGIU,ETF,"0,20%",Accumulating,EUR,"Bonds,World,Inflation-Linked,Allmaturities"
LU0659579733,Xtrackers MSCI World Swap UCITS ETF 4C EUR Hedged,XWEH,ETF,"0,39%",Accumulating,EUR,"Equity,World"
LU0925589839,Xtrackers II iBoxx Eurozone Government Bond Yield Plus 1-3 UCITS ETF 1C,XYP1,ETF,"0,15%",Accumulating,EUR,"Bonds,Europe,Government,0-3"
IE00B99FL386,SPDR Bloomberg SASB US High Yield Corporate ESG UCITS ETF (Dist),SYBK,ETF,"0,30%",Distributing,EUR,"Bonds,World,Corporate,Allmaturities"
IE00B5L01S80,HSBC FTSE EPRA/NAREIT Development UCITS ETF,H4ZL,ETF,"0,24%",Distributing,EUR,"RealEstate,World"
IE00BBQ2W338,HSBC MSCI AC Far East ex Japan UCITS ETF USD,H411,ETF,"0,45%",Accumulating,EUR,"Equity,AsiaPacific"
IE00B51B7Z02,HSBC MSCI Canada UCITS ETF,H4ZR,ETF,"0,35%",Distributing,EUR,"Equity,Canada"
IE00B44T3H88,HSBC MSCI China UCITS ETF,H4ZP,ETF,"0,30%",Distributing,EUR,"Equity,China"
IE00B4TS3815,HSBC MSCI EM Latin America UCITS ETF,H4ZW,ETF,"0,60%",Distributing,EUR,"Equity,LatinAmerica"
IE00B5SSQT16,HSBC MSCI Emerging Markets UCITS ETF,H410,ETF,"0,15%",Distributing,EUR,"Equity,EmergingMarkets"
IE00B46G8275,HSBC MSCI Indonesia UCITS ETF,H4ZT,ETF,"0,50%",Distributing,EUR,"Equity,Indonesia"
IE00B3Z0X395,HSBC MSCI Korea Capped UCITS ETF,H4Z9,ETF,"0,50%",Distributing,EUR,"Equity,SouthKorea"
IE00B3QMYK80,HSBC MSCI Mexico Capped UCITS ETF,H4ZS,ETF,"0,50%",Distributing,EUR,"Equity,Mexico"
IE00B3S1J086,HSBC MSCI Taiwan Capped UCITS ETF,H4ZU,ETF,"0,50%",Distributing,EUR,"Equity,Taiwan"
IE00B5BRQB73,HSBC MSCI Turkey UCITS ETF,H4ZK,ETF,"0,50%",Distributing,EUR,"Equity,Turkey"
IE00B4X9L533,HSBC MSCI World UCITS ETF,H4ZJ,ETF,"0,15%",Distributing,EUR,"Equity,World"
IE00B9MRHC27,Xtrackers MSCI Nordic UCITS ETF 1D,XDN0,ETF,"0,30%",Distributing,EUR,"Equity,Europe"
FR0011475078,Lyxor Japan (TOPIX) (DR) UCITS ETF - Daily Hedged to EUR - Dist,JPNH,ETF,"0,45%",Distributing,EUR,"Equity,Japan"
FR0011550185,BNP Paribas Easy S&P 500 UCITS ETF - C,ESEE,ETF,"0,15%",Accumulating,EUR,"Equity,UnitedStates"
FR0011550193,BNP Paribas Easy STOXX Europe 600 UCITS ETF EUR - C,ETSZ,ETF,"0,20%",Accumulating,EUR,"Equity,Europe"
LU0494592974,Xtrackers II Australia Government Bond UCITS ETF 1C,XCS2,ETF,"0,25%",Accumulating,EUR,"Bonds,Australia,Government,Allmaturities"
IE00BCBJG560,SPDR MSCI World Small Cap UCITS ETF,ZPRS,ETF,"0,45%",Accumulating,EUR,"Equity,World,SmallCap"
LU0962078753,Xtrackers II Global Inflation-Linked Bond UCITS ETF 1D EUR Hedged,XGII,ETF,"0,25%",Distributing,EUR,"Bonds,World,Inflation-Linked,Allmaturities"
LU0962071741,Xtrackers II iBoxx Eurozone Government Bond Yield Plus UCITS ETF 1D,XYPD,ETF,"0,15%",Distributing,EUR,"Bonds,Europe,Government,Allmaturities"
LU0952581584,Xtrackers II Japan Government Bond UCITS ETF 1C,XJSE,ETF,"0,15%",Accumulating,EUR,"Bonds,Japan,Government,Allmaturities"
IE00BD4TYG73,UBS ETF (IE) MSCI USA hedged EUR UCITS ETF (EUR) A-acc,UBUJ,ETF,"0,19%",Accumulating,EUR,"Equity,UnitedStates"
LU0875160326,Xtrackers Harvest CSI300 UCITS ETF 1D,RQFI,ETF,"0,65%",Distributing,EUR,"Equity,China"
IE00B9MRJJ36,Xtrackers MDAX ESG Screened UCITS ETF,XDGM,ETF,"0,40%",Distributing,EUR,"Equity,Germany,MidCap"
IE00BCBJF711,SPDR Bloomberg 0-5 Year Sterling Corporate Bond UCITS ETF,SYBQ,ETF,"0,20%",Distributing,EUR,"Bonds,UnitedKingdom,Corporate,3-5"
IE00BH361H73,Xtrackers MSCI North America High Dividend Yield UCITS ETF 1C,XDND,ETF,"0,39%",Accumulating,EUR,"Equity,NorthAmerica,Dividend"
IE00BGHQ0G80,Xtrackers MSCI AC World ESG Screened UCITS ETF 1C,XMAW,ETF,"0,25%",Accumulating,EUR,"Equity,World,Social/Environmental"
IE00BFTWP510,SPDR EURO STOXX Low Volatility UCITS ETF,ZPRL,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,LowVolatility/RiskWeighted"
LU1033693638,Lyxor MDAX ESG UCITS ETF,C007,ETF,"0,30%",Distributing,EUR,"Equity,Germany,MidCap"
LU0942970103,Xtrackers II ESG Global Aggregate Bond UCITS ETF 1D,XBAG,ETF,"0,10%",Distributing,EUR,"Bonds,World,Aggregate,Allmaturities"
LU0942970798,Xtrackers II ESG Global Aggregate Bond UCITS ETF 5C EUR Hedged,XBAE,ETF,"0,15%",Accumulating,EUR,"Bonds,World,Aggregate,Allmaturities"
DE000ETFL441,Deka MDAX UCITS ETF,ELF1,ETF,"0,30%",Accumulating,EUR,"Equity,Germany,MidCap"
IE00BHBFDF83,L&G E Fund MSCI China A UCITS ETF USD Acc,CASH,ETF,"0,88%",Accumulating,EUR,"Equity,China"
IE00BHZKHS06,L&G US Energy Infrastructure MLP UCITS ETF USD Dist,XMLP,ETF,"0,25%",Distributing,EUR,"Equity,UnitedStates,Infrastructure,MLP"
IE00BJ0KDR00,Xtrackers MSCI USA UCITS ETF 1C,XD9U,ETF,"0,07%",Accumulating,EUR,"Equity,UnitedStates"
IE00BKM4GZ66,iShares Core MSCI EM IMI UCITS ETF USD (Acc),IS3N,ETF,"0,18%",Accumulating,EUR,"Equity,EmergingMarkets"
IE00BKM4H312,iShares MSCI USA Quality Dividend ESG UCITS ETF,QDVD,ETF,"0,35%",Distributing,EUR,"Equity,UnitedStates,Dividend"
FR0010791194,Amundi ETF Short MSCI USA Daily UCITS ETF - EUR (C/D),GC2U,ETF,"0,35%",Accumulating,EUR,"Equity,UnitedStates"
FR0010790980,Amundi ETF STOXX Europe 50 UCITS ETF - EUR (C/D),AE50,ETF,"0,15%",Accumulating,EUR,"Equity,Europe"
LU1048314196,UBS ETF (LU) Bloomberg Euro Area Liquid Corporates 1-5 Year UCITS ETF (EUR) A-dis,UEF6,ETF,"0,18%",Distributing,EUR,"Bonds,Europe,Corporate,3-5"
LU1048317025,UBS ETF (LU) Bloomberg US Liquid Corporates UCITS ETF (hedged to EUR) A-acc,UEF0,ETF,"0,23%",Accumulating,EUR,"Bonds,UnitedStates,Corporate,Allmaturities"
LU1048316647,UBS ETF (LU) Bloomberg US Liquid Corporates UCITS ETF (USD) A-dis,UEF9,ETF,"0,18%",Distributing,EUR,"Bonds,UnitedStates,Corporate,Allmaturities"
FR0011857234,Lyxor German Mid-Cap MDAX UCITS ETF - Dist,MD4X,ETF,"0,20%",Distributing,EUR,"Equity,Germany,MidCap"
IE00BJ38QD84,SPDR Russell 2000 U.S. Small Cap UCITS ETF,ZPRR,ETF,"0,30%",Accumulating,EUR,"Equity,UnitedStates,SmallCap"
IE00B4K48X80,iShares Core MSCI Europe UCITS ETF EUR (Acc),EUNK,ETF,"0,12%",Accumulating,EUR,"Equity,Europe"
IE00B4L5Y983,iShares Core MSCI World UCITS ETF,EUNL,ETF,"0,20%",Accumulating,EUR,"Equity,World"
IE00B2QWDY88,iShares MSCI Japan Small Cap UCITS ETF USD (Dist),IUS4,ETF,"0,58%",Distributing,EUR,"Equity,Japan,SmallCap"
IE00BJ0KDQ92,Xtrackers MSCI World UCITS ETF 1C,XDWD,ETF,"0,19%",Accumulating,EUR,"Equity,World"
IE00BLNMYC90,Xtrackers S&P 500 Equal Weight UCITS ETF 1C,XDEW,ETF,"0,25%",Accumulating,EUR,"Equity,UnitedStates,EqualWeighted"
IE00B23LNQ02,Invesco FTSE RAFI All World 3000 UCITS ETF Dist,PSWD,ETF,"0,39%",Distributing,EUR,"Equity,World,Fundamental/Quality"
IE00BMP3HG27,UBS (Irl) ETF plc - S&P Dividend Aristocrats ESG Elite UCITS ETF (USD) A-dis,UBUM,ETF,"0,30%",Distributing,EUR,"Equity,World,Dividend"
LU1048313891,UBS ETF (LU) MSCI Emerging Markets Socially Responsible UCITS ETF (USD) A-dis,UEF5,ETF,"0,27%",Distributing,EUR,"Equity,EmergingMarkets,Social/Environmental"
IE00BP8FKB21,Xtrackers FTSE Developed Europe ex UK Real Estate UCITS ETF 1C,XREA,ETF,"0,33%",Accumulating,EUR,"RealEstate,Europe"
IE00BL25JN58,Xtrackers MSCI World Minimum Volatility UCITS ETF 1C,XDEB,ETF,"0,25%",Accumulating,EUR,"Equity,World,LowVolatility/RiskWeighted"
IE00BL25JP72,Xtrackers MSCI World Momentum UCITS ETF 1C,XDEM,ETF,"0,25%",Accumulating,EUR,"Equity,World,Momentum"
IE00BL25JL35,Xtrackers MSCI World Quality UCITS ETF 1C,XDEQ,ETF,"0,25%",Accumulating,EUR,"Equity,World,Fundamental/Quality"
IE00BL25JM42,Xtrackers MSCI World Value UCITS ETF 1C,XDEV,ETF,"0,25%",Accumulating,EUR,"Equity,World,Value"
IE00B1FZSC47,iShares USD TIPS UCITS ETF USD (Acc),IUST,ETF,"0,10%",Accumulating,EUR,"Bonds,UnitedStates,Inflation-Linked,Allmaturities"
IE0031442068,iShares Core S&P 500 UCITS ETF USD (Dist),IUSA,ETF,"0,07%",Distributing,EUR,"Equity,UnitedStates"
IE00B0M63177,iShares MSCI Emerging Markets UCITS ETF (Dist),IQQE,ETF,"0,18%",Distributing,EUR,"Equity,EmergingMarkets"
IE00BCLWRF22,iShares MSCI EMU Large Cap UCITS ETF EUR (Acc),IS3G,ETF,"0,49%",Accumulating,EUR,"Equity,Europe,LargeCap"
IE00BCLWRD08,iShares MSCI EMU Mid Cap UCITS ETF EUR (Acc),IS3H,ETF,"0,49%",Accumulating,EUR,"Equity,Europe,MidCap"
IE00B0M62Q58,iShares MSCI World UCITS ETF USD (Dist),IQQW,ETF,"0,50%",Distributing,EUR,"Equity,World"
IE00BNH72088,SPDR Refinitiv Global Convertible Bond UCITS ETF,ZPRC,ETF,"0,50%",Distributing,EUR,"Bonds,World,ConvertibleBonds,Allmaturities"
IE00B4PY7Y77,iShares USD High Yield Corp Bond UCITS ETF USD (Dist),IS0R,ETF,"0,50%",Distributing,EUR,"Bonds,World,Corporate,Allmaturities"
IE00B66F4759,iShares EUR High Yield Corp Bond UCITS ETF,EUNW,ETF,"0,50%",Distributing,EUR,"Bonds,World,Corporate,Allmaturities"
IE00B0M62X26,iShares EUR Inflation Linked Govt Bond UCITS ETF EUR (Acc),IBCI,ETF,"0,25%",Accumulating,EUR,"Bonds,Europe,Inflation-Linked,Allmaturities"
IE00B3F81R35,iShares Core EUR Corp Bond UCITS ETF EUR (Dist),EUN5,ETF,"0,20%",Distributing,EUR,"Bonds,World,Corporate,Allmaturities"
IE00B1YZSC51,iShares Core MSCI Europe UCITS ETF EUR (Dist),IQQY,ETF,"0,12%",Distributing,EUR,"Equity,Europe"
IE00B5377D42,iShares MSCI Australia UCITS ETF USD (Acc),IBC6,ETF,"0,50%",Accumulating,EUR,"Equity,Australia"
IE00BP46NG52,SPDR ICE BofA 0-5 Year EM USD Government Bond UCITS ETF,ZPR5,ETF,"0,42%",Distributing,EUR,"Bonds,EmergingMarkets,Government,3-5"
IE00BLSNMW37,Invesco Global Buyback Achievers UCITS ETF Dist,BBCK,ETF,"0,39%",Distributing,EUR,"Equity,World,Buyback"
IE00BS7K8821,SPDR Bloomberg 3-5 Year Euro Government Bond UCITS ETF,SYB4,ETF,"0,15%",Distributing,EUR,"Bonds,Europe,Government,3-5"
LU1048314949,UBS ETF (LU) Bloomberg US Liquid Corporates 1-5 UCITS ETF (USD) A-dis,UEF7,ETF,"0,18%",Distributing,EUR,"Bonds,UnitedStates,Corporate,3-5"
IE00BKWQ0C77,SPDR MSCI Europe Consumer Discretionary UCITS ETF,SPYR,ETF,"0,18%",Accumulating,EUR,"Equity,Europe,ConsumerDiscretionary"
IE00BKWQ0D84,SPDR MSCI Europe Consumer Staples UCITS ETF,SPYC,ETF,"0,18%",Accumulating,EUR,"Equity,Europe,ConsumerStaples"
IE00BKWQ0F09,SPDR MSCI Europe Energy UCITS ETF,SPYN,ETF,"0,18%",Accumulating,EUR,"Equity,Europe,Energy"
IE00BKWQ0G16,SPDR MSCI Europe Financials UCITS ETF,SPYZ,ETF,"0,18%",Accumulating,EUR,"Equity,Europe,Financials"
IE00BKWQ0H23,SPDR MSCI Europe Health Care UCITS ETF,SPYH,ETF,"0,18%",Accumulating,EUR,"Equity,Europe,HealthCare"
IE00BKWQ0J47,SPDR MSCI Europe Industrials UCITS ETF,SPYQ,ETF,"0,18%",Accumulating,EUR,"Equity,Europe,Industrials"
IE00BKWQ0L68,SPDR MSCI Europe Materials UCITS ETF,SPYP,ETF,"0,18%",Accumulating,EUR,"Equity,Europe,BasicMaterials"
IE00BKWQ0K51,SPDR MSCI Europe Technology UCITS ETF,SPYK,ETF,"0,18%",Accumulating,EUR,"Equity,Europe,Technology"
IE00BKWQ0N82,SPDR MSCI Europe Telecommunication Services UCITS ETF,SPYT,ETF,"0,18%",Accumulating,EUR,"Equity,Europe,Telecommunication"
IE00BKWQ0Q14,SPDR MSCI Europe UCITS ETF,SPYE,ETF,"0,25%",Accumulating,EUR,"Equity,Europe"
IE00BKWQ0P07,SPDR MSCI Europe Utilities UCITS ETF,SPYU,ETF,"0,18%",Accumulating,EUR,"Equity,Europe,Utilities"
IE00BRKWGL70,Invesco S&P 500 UCITS ETF EUR Hedged Acc,E500,ETF,"0,05%",Accumulating,EUR,"Equity,UnitedStates"
IE00BMW3QX54,L&G ROBO Global Robotics and Automation UCITS ETF USD Acc,IROB,ETF,"0,80%",Accumulating,EUR,"Equity,World,Technology,Robotics&Automation"
LU1109939865,Xtrackers II EUR High Yield Corporate Bond 1-3 Swap UCITS ETF 1D,XHY1,ETF,"0,25%",Distributing,EUR,"Bonds,World,Corporate,0-3"
LU1109942653,Xtrackers II EUR High Yield Corporate Bond UCITS ETF 1D,XHYG,ETF,"0,20%",Distributing,EUR,"Bonds,World,Corporate,Allmaturities"
IE00BSKRJX20,iShares EUR Govt Bond 20yr Target Duration UCITS ETF EUR (Dist),IS05,ETF,"0,15%",Distributing,EUR,"Bonds,Europe,Government,10+"
LU1079842321,Ossiam Shiller Barclays Cape Europe Sector Value TR UCITS ETF 1C (EUR),EUPE,ETF,"0,65%",Accumulating,EUR,"Equity,Europe,SectorStrategy"
IE00BSPLC298,SPDR MSCI Europe Small Cap Value Weighted UCITS ETF,ZPRX,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,SmallCap"
IE00BSPLC306,SPDR MSCI Europe Value UCITS ETF,ZPRW,ETF,"0,20%",Accumulating,EUR,"Equity,Europe,Value"
IE00BSPLC413,SPDR MSCI USA Small Cap Value Weighted UCITS ETF,ZPRV,ETF,"0,30%",Accumulating,EUR,"Equity,UnitedStates,SmallCap"
IE00BSPLC520,SPDR MSCI USA Value UCITS ETF,ZPRU,ETF,"0,20%",Accumulating,EUR,"Equity,UnitedStates,Value"
IE00BQXKVQ19,Xtrackers MSCI GCC Select Swap UCITS ETF 1C,XGLF,ETF,"0,65%",Accumulating,EUR,"Equity,EmergingMarkets"
DE000ETFL458,Deka MSCI Europe ex EMU UCITS ETF,ELF5,ETF,"0,30%",Distributing,EUR,"Equity,Europe"
IE00BQQ3Q067,WisdomTree Emerging Markets Equity Income UCITS ETF,WTEI,ETF,"0,46%",Distributing,EUR,"Equity,EmergingMarkets,Dividend"
IE00BQZJBM26,WisdomTree Emerging Markets SmallCap Dividend UCITS ETF,WTED,ETF,"0,54%",Distributing,EUR,"Equity,EmergingMarkets,SmallCap"
IE00BQZJBX31,WisdomTree Europe Equity Income UCITS ETF,WTEE,ETF,"0,29%",Distributing,EUR,"Equity,Europe,Dividend"
IE00BQZJC527,WisdomTree Europe SmallCap Dividend UCITS ETF,WTES,ETF,"0,38%",Distributing,EUR,"Equity,Europe,SmallCap"
IE00BQZJBQ63,WisdomTree US Equity Income UCITS ETF,WTEU,ETF,"0,29%",Distributing,EUR,"Equity,UnitedStates,Dividend"
IE00B50XJX92,UBS ETF (IE) CMCI Composite SF UCITS ETF (hedged to GBP) A-acc,UEQ3,ETF,"0,34%",Accumulating,GBP,"Commodities,Broadmarket"
IE00BVGC6645,Invesco JPX-Nikkei 400 UCITS ETF EUR Hdg Acc,NS4E,ETF,"0,19%",Accumulating,EUR,"Equity,Japan"
IE00BJZ2DD79,Xtrackers Russell 2000 UCITS ETF 1C,XRS2,ETF,"0,30%",Accumulating,EUR,"Equity,UnitedStates,SmallCap"
IE00BJZ2DC62,Xtrackers MSCI USA ESG Screened UCITS ETF 1C,XRSM,ETF,"0,07%",Accumulating,EUR,"Equity,UnitedStates,Social/Environmental"
IE00BM67HW99,Xtrackers S&P 500 UCITS ETF 1C EUR Hedged,XDPE,ETF,"0,20%",Accumulating,EUR,"Equity,UnitedStates"
LU1048315243,UBS ETF (LU) Bloomberg US Liquid Corporates 1-5 UCITS ETF (hedged to EUR) A-acc,UEF8,ETF,"0,23%",Accumulating,EUR,"Bonds,UnitedStates,Corporate,3-5"
IE00BQT3WG13,iShares MSCI China A UCITS ETF USD (Acc),36BZ,ETF,"0,40%",Accumulating,EUR,"Equity,China"
IE00BQWJFQ70,SPDR Morningstar Multi-Asset Global Infrastructure UCITS ETF,ZPRI,ETF,"0,40%",Distributing,EUR,"Equity,World,Infrastructure,Multi-AssetStrategy"
IE00BPVLQD13,Xtrackers MSCI Japan ESG Screened UCITS ETF 1D,XDNY,ETF,"0,15%",Distributing,EUR,"Equity,Japan,Social/Environmental"
IE00BRB36B93,Xtrackers MSCI Japan ESG Screened UCITS ETF 3C EUR Hedged,XDNE,ETF,"0,25%",Accumulating,EUR,"Equity,Japan,Social/Environmental"
IE00BK1PV551,Xtrackers MSCI World UCITS ETF 1D,XDWL,ETF,"0,19%",Distributing,EUR,"Equity,World"
DE000ETFL466,Deka EURO STOXX 50 ESG Filtered UCITS ETF,ELFA,ETF,"0,15%",Distributing,EUR,"Equity,Europe"
IE00BWTN6Y99,Invesco S&P 500 High Dividend Low Volatility UCITS ETF Dist,HDLV,ETF,"0,30%",Distributing,EUR,"Equity,UnitedStates,LowVolatility/RiskWeighted"
IE00BVXBH163,WisdomTree Europe Equity UCITS ETF - USD Hedged,WTDH,ETF,"0,58%",Distributing,EUR,"Equity,Europe,Dividend"
IE00BVXC4854,WisdomTree Japan Equity UCITS ETF - USD Hedged,WTDX,ETF,"0,48%",Distributing,EUR,"Equity,Japan,Dividend"
IE00BQQP9F84,VanEck Gold Miners UCITS ETF,G2X,ETF,"0,53%",Accumulating,EUR,"Equity,World,BasicMaterials,GoldMining"
IE00BQQP9G91,VanEck Junior Gold Miners UCITS ETF,G2XJ,ETF,"0,55%",Accumulating,EUR,"Equity,World,BasicMaterials,GoldMining"
IE00B52XQP83,iShares MSCI South Africa UCITS ETF USD (Acc),IBC4,ETF,"0,65%",Accumulating,EUR,"Equity,SouthAfrica"
IE00BWZN1T31,iShares MSCI EMU USD Hedged UCITS ETF (Acc),CEBP,ETF,"0,38%",Accumulating,EUR,"Equity,Europe"
IE00BWBXM278,SPDR S&P U.S. Consumer Discretionary Select Sector UCITS ETF,ZPDD,ETF,"0,15%",Accumulating,EUR,"Equity,UnitedStates,ConsumerDiscretionary"
IE00BWBXM385,SPDR S&P U.S. Consumer Staples Select Sector UCITS ETF,ZPDS,ETF,"0,15%",Accumulating,EUR,"Equity,UnitedStates,ConsumerStaples"
IE00BWBXM492,SPDR S&P U.S. Energy Select Sector UCITS ETF,ZPDE,ETF,"0,15%",Accumulating,EUR,"Equity,UnitedStates,Energy"
IE00BWBXM500,SPDR S&P U.S. Financials Select Sector UCITS ETF,ZPDF,ETF,"0,15%",Accumulating,EUR,"Equity,UnitedStates,Financials"
IE00BWBXM617,SPDR S&P U.S. Health Care Select Sector UCITS ETF,ZPDH,ETF,"0,15%",Accumulating,EUR,"Equity,UnitedStates,HealthCare"
IE00BWBXM724,SPDR S&P U.S. Industrials Select Sector UCITS ETF,ZPDI,ETF,"0,15%",Accumulating,EUR,"Equity,UnitedStates,Industrials"
IE00BWBXM831,SPDR S&P U.S. Materials Select Sector UCITS ETF,ZPDM,ETF,"0,15%",Accumulating,EUR,"Equity,UnitedStates,BasicMaterials"
IE00BWBXM948,SPDR S&P U.S. Technology Select Sector UCITS ETF,ZPDT,ETF,"0,15%",Accumulating,EUR,"Equity,UnitedStates,Technology"
IE00BWBXMB69,SPDR S&P U.S. Utilities Select Sector UCITS ETF,ZPDU,ETF,"0,15%",Accumulating,EUR,"Equity,UnitedStates,Utilities"
LU1094612022,Xtrackers II Harvest China Government Bond UCITS ETF 1D,CGB,ETF,"0,20%",Distributing,EUR,"Bonds,China,Government,7-10"
FR0012739431,BNP Paribas Easy EURO STOXX 50 UCITS ETF - C,ETDD,ETF,"0,18%",Accumulating,EUR,"Equity,Europe"
FR0012740983,BNP Paribas Easy EURO STOXX 50 UCITS ETF - C/D,ETBB,ETF,"0,18%",Distributing,EUR,"Equity,Europe"
LU1079841273,Ossiam Shiller Barclays CAPE US Sector Value TR UCITS ETF 1C (EUR),USCP,ETF,"0,65%",Accumulating,EUR,"Equity,UnitedStates,SectorStrategy"
IE00BSJCQV56,SPDR FTSE EPRA Europe ex UK Real Estate UCITS ETF,ZPRP,ETF,"0,30%",Accumulating,EUR,"RealEstate,Europe"
DE000ETFL474,Deka Oekom Euro Nachhaltigkeit UCITS ETF,ELFB,ETF,"0,40%",Distributing,EUR,"Equity,Europe,Social/Environmental"
LU1230561679,UBS ETF (LU) MSCI Japan Socially Responsible UCITS ETF (JPY) A-dis,FRCJ,ETF,"0,22%",Distributing,EUR,"Equity,Japan,Social/Environmental"
IE00BZ0PKV06,iShares Edge MSCI Europe Multifactor UCITS ETF EUR (Acc),IBC0,ETF,"0,45%",Accumulating,EUR,"Equity,Europe,Multi-FactorStrategy"
IE00BZ0PKS76,iShares Edge MSCI USA Multifactor UCITS ETF,IBCY,ETF,"0,35%",Accumulating,EUR,"Equity,UnitedStates,Multi-FactorStrategy"
IE00BZ0PKT83,iShares Edge MSCI World Multifactor UCITS ETF USD (Acc),IBCZ,ETF,"0,50%",Accumulating,EUR,"Equity,World,Multi-FactorStrategy"
IE00BCRY5Y77,iShares USD Short Duration Corp Bond UCITS ETF USD (Dist),IS3J,ETF,"0,20%",Distributing,EUR,"Bonds,World,Corporate,3-5"
IE00BCRY6003,iShares USD Short Duration High Yield Corp Bond UCITS ETF USD (Dist),IS3K,ETF,"0,45%",Distributing,EUR,"Bonds,World,Corporate,3-5"
IE00BSKRJZ44,iShares USD Treasury Bond 20+yr UCITS ETF USD (Dist),IS04,ETF,"0,07%",Distributing,EUR,"Bonds,UnitedStates,Government,10+"
IE00BCRY6227,iShares USD Ultrashort Bond UCITS ETF USD (Dist),IS3L,ETF,"0,09%",Distributing,EUR,"Bonds,World,Corporate,0-3"
IE00BCRY6557,iShares EUR Ultrashort Bond UCITS ETF EUR (Dist),IS3M,ETF,"0,09%",Distributing,EUR,"Bonds,World,Corporate,0-3"
IE00BQN1K786,iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Acc),CEMR,ETF,"0,25%",Accumulating,EUR,"Equity,Europe,Momentum"
IE00BQN1K562,iShares Edge MSCI Europe Quality Factor UCITS ETF EUR (Acc),CEMQ,ETF,"0,25%",Accumulating,EUR,"Equity,Europe,Fundamental/Quality"
IE00BQN1KC32,iShares Edge MSCI Europe Size Factor UCITS ETF EUR (Acc),CEMT,ETF,"0,25%",Accumulating,EUR,"Equity,Europe,MidCap"
IE00BQN1K901,iShares Edge MSCI Europe Value Factor UCITS ETF EUR (Acc),CEMS,ETF,"0,25%",Accumulating,EUR,"Equity,Europe,Value"
IE00BP3QZ825,iShares Edge MSCI World Momentum Factor UCITS ETF USD (Acc),IS3R,ETF,"0,30%",Accumulating,EUR,"Equity,World,Momentum"
IE00BP3QZ601,iShares Edge MSCI World Quality Factor UCITS ETF USD (Acc),IS3Q,ETF,"0,30%",Accumulating,EUR,"Equity,World,Fundamental/Quality"
IE00BP3QZD73,iShares Edge MSCI World Size Factor UCITS ETF USD (Acc),IS3T,ETF,"0,30%",Accumulating,EUR,"Equity,World,MidCap"
IE00BP3QZB59,iShares Edge MSCI World Value Factor UCITS ETF USD (Acc),IS3S,ETF,"0,30%",Accumulating,EUR,"Equity,World,Value"
IE00BP3QZJ36,iShares MSCI France UCITS ETF EUR (Acc),IS3U,ETF,"0,25%",Accumulating,EUR,"Equity,France"
IE00BX7RQY03,UBS ETF (IE) Factor MSCI USA Low Volatility UCITS ETF (USD) A-dis,UBUR,ETF,"0,25%",Distributing,EUR,"Equity,UnitedStates,LowVolatility/RiskWeighted"
IE00BX7RR706,UBS ETF (IE) Factor MSCI USA Prime Value UCITS ETF (USD) A-dis,UBUS,ETF,"0,25%",Distributing,EUR,"Equity,UnitedStates,Value"
IE00BX7RRJ27,UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (USD) A-dis,UBUT,ETF,"0,25%",Distributing,EUR,"Equity,UnitedStates,Fundamental/Quality"
LU1215454460,UBS ETF (LU) Factor MSCI EMU Low Volatility UCITS ETF (EUR) A-dis,UIMY,ETF,"0,28%",Distributing,EUR,"Equity,Europe,LowVolatility/RiskWeighted"
LU1215452928,UBS ETF (LU) Factor MSCI EMU Prime Value UCITS ETF (EUR) A-dis,UIMZ,ETF,"0,28%",Distributing,EUR,"Equity,Europe,Value"
LU1215451524,UBS ETF (LU) Factor MSCI EMU Quality UCITS ETF (EUR) A-dis,UIM2,ETF,"0,28%",Distributing,EUR,"Equity,Europe,Fundamental/Quality"
DE000ETFL482,Deka EURO iSTOXX ex Fin Dividend+ UCITS ETF,ELFC,ETF,"0,30%",Distributing,EUR,"Equity,Europe,Dividend"
IE00BYPLS672,L&G Cyber Security UCITS ETF USD Acc,USPY,ETF,"0,69%",Accumulating,EUR,"Equity,World,Technology,Cybersecurity"
LU1242369327,Xtrackers MSCI Europe UCITS ETF 1D,XIEE,ETF,"0,12%",Distributing,EUR,"Equity,Europe"
IE00BZ036H21,Xtrackers USD Corporate Bond UCITS ETF 1D,XDGU,ETF,"0,12%",Distributing,EUR,"Bonds,World,Corporate,Allmaturities"
IE00BYQCZX56,WisdomTree Europe Equity UCITS ETF - EUR Acc,WTDF,ETF,"0,32%",Accumulating,EUR,"Equity,Europe,Dividend"
IE00BYQCZJ13,WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc,WTIF,ETF,"0,45%",Accumulating,EUR,"Equity,Japan,Dividend"
IE00BYQCZN58,WisdomTree Japan Equity UCITS ETF - JPY Acc,WTIZ,ETF,"0,40%",Accumulating,EUR,"Equity,Japan,Dividend"
IE00BQQP9H09,VanEck Morningstar US Sustainable Wide Moat UCITS ETF,GMVM,ETF,"0,49%",Accumulating,EUR,"Equity,UnitedStates,Moat"
DE000ETFL490,Deka Eurozone Rendite Plus 1-10 UCITS ETF,ELFD,ETF,"0,15%",Distributing,EUR,"Bonds,Europe,Government,7-10"
